Timestamp,Bandwidth Value,Downtime (raw),Coverage (raw),Sensor ID,Start Time,End Time
45652.91667,7682.2,0.0,10000,1,12/26/2024 23:30:00,00:00:00
45652.89583,7704.0333,0.0,10000,1,12/26/2024 23:00:00,23:30:00
45652.875,7777.2667,0.0,10000,1,12/26/2024 22:30:00,23:00:00
45652.85417,7804.7,0.0,10000,1,12/26/2024 22:00:00,22:30:00
45652.83333,7817.6667,0.0,10000,1,12/26/2024 21:30:00,22:00:00
45652.8125,7802.2333,0.0,10000,1,12/26/2024 21:00:00,21:30:00
45652.79167,7800.8667,0.0,10000,1,12/26/2024 20:30:00,21:00:00
45652.77083,7794.3667,0.0,10000,1,12/26/2024 20:00:00,20:30:00
45652.75,7817.5333,0.0,10000,1,12/26/2024 19:30:00,20:00:00
45652.72917,7852.5,0.0,10000,1,12/26/2024 19:00:00,19:30:00
45652.70833,7871.9333,0.0,10000,1,12/26/2024 18:30:00,19:00:00
45652.6875,7809.9667,0.0,10000,1,12/26/2024 18:00:00,18:30:00
45652.66667,7920.4667,0.0,10000,1,12/26/2024 17:30:00,18:00:00
45652.64583,7926.8,0.0,10000,1,12/26/2024 17:00:00,17:30:00
45652.625,7955.0,0.0,10000,1,12/26/2024 16:30:00,17:00:00
45652.60417,7927.0,0.0,10000,1,12/26/2024 16:00:00,16:30:00
45652.58333,7950.3,0.0,10000,1,12/26/2024 15:30:00,16:00:00
45652.5625,7917.5667,0.0,10000,1,12/26/2024 15:00:00,15:30:00
45652.54167,7902.3667,0.0,10000,1,12/26/2024 14:30:00,15:00:00
45652.52083,7875.8667,0.0,10000,1,12/26/2024 14:00:00,14:30:00
45652.5,7924.4333,0.0,10000,1,12/26/2024 13:30:00,14:00:00
45652.47917,7886.0,0.0,10000,1,12/26/2024 13:00:00,13:30:00
45652.45833,7878.8667,0.0,10000,1,12/26/2024 12:30:00,13:00:00
45652.4375,7877.0,0.0,10000,1,12/26/2024 12:00:00,12:30:00
45652.41667,8069.7667,0.0,10000,1,12/26/2024 11:30:00,12:00:00
45652.39583,8040.6667,0.0,10000,1,12/26/2024 11:00:00,11:30:00
45652.375,8028.6667,0.0,10000,1,12/26/2024 10:30:00,11:00:00
45652.35417,7999.9,0.0,10000,1,12/26/2024 10:00:00,10:30:00
45652.33333,7881.0,0.0,10000,1,12/26/2024 09:30:00,10:00:00
45652.3125,7852.3333,0.0,10000,1,12/26/2024 09:00:00,09:30:00
45652.29167,7855.8667,0.0,10000,1,12/26/2024 08:30:00,09:00:00
45652.27083,7758.8,0.0,10000,1,12/26/2024 08:00:00,08:30:00
45652.25,7868.1,0.0,10000,1,12/26/2024 07:30:00,08:00:00
45652.22917,7810.3,0.0,10000,1,12/26/2024 07:00:00,07:30:00
45652.20833,7756.6,0.0,10000,1,12/26/2024 06:30:00,07:00:00
45652.1875,7622.4,0.0,10000,1,12/26/2024 06:00:00,06:30:00
45652.16667,7680.0333,0.0,10000,1,12/26/2024 05:30:00,06:00:00
45652.14583,7637.6333,0.0,10000,1,12/26/2024 05:00:00,05:30:00
45652.125,7614.4,0.0,10000,1,12/26/2024 04:30:00,05:00:00
45652.10417,7625.7,0.0,10000,1,12/26/2024 04:00:00,04:30:00
45652.08333,7538.1333,0.0,10000,1,12/26/2024 03:30:00,04:00:00
45652.0625,7510.8333,0.0,10000,1,12/26/2024 03:00:00,03:30:00
45652.04167,7598.0333,0.0,10000,1,12/26/2024 02:30:00,03:00:00
45652.02083,7605.3333,0.0,10000,1,12/26/2024 02:00:00,02:30:00
45652.0,7759.0,0.0,10000,1,12/26/2024 01:30:00,02:00:00
45651.97917,7796.7,0.0,10000,1,12/26/2024 01:00:00,01:30:00
45651.95833,7818.4667,0.0,10000,1,12/26/2024 00:30:00,01:00:00
45651.9375,7838.2333,0.0,10000,1,12/26/2024 00:00:00,00:30:00
45651.91667,7910.2,0.0,10000,1,12/25/2024 23:30:00,00:00:00
45651.89583,7910.5,0.0,10000,1,12/25/2024 23:00:00,23:30:00
45651.875,7928.8,0.0,10000,1,12/25/2024 22:30:00,23:00:00
45651.85417,7935.6333,0.0,10000,1,12/25/2024 22:00:00,22:30:00
45651.83333,7910.2,0.0,10000,1,12/25/2024 21:30:00,22:00:00
45651.8125,7912.7333,0.0,10000,1,12/25/2024 21:00:00,21:30:00
45651.79167,7945.3667,0.0,10000,1,12/25/2024 20:30:00,21:00:00
45651.77083,7915.2,0.0,10000,1,12/25/2024 20:00:00,20:30:00
45651.75,7968.2667,0.0,10000,1,12/25/2024 19:30:00,20:00:00
45651.72917,7954.7667,0.0,10000,1,12/25/2024 19:00:00,19:30:00
45651.70833,7985.5667,0.0,10000,1,12/25/2024 18:30:00,19:00:00
45651.6875,7949.8667,0.0,10000,1,12/25/2024 18:00:00,18:30:00
45651.66667,8038.0333,0.0,10000,1,12/25/2024 17:30:00,18:00:00
45651.64583,7997.0,0.0,10000,1,12/25/2024 17:00:00,17:30:00
45651.625,8007.3,0.0,10000,1,12/25/2024 16:30:00,17:00:00
45651.60417,7933.4,0.0,10000,1,12/25/2024 16:00:00,16:30:00
45651.58333,7894.1,0.0,10000,1,12/25/2024 15:30:00,16:00:00
45651.5625,7833.2,0.0,10000,1,12/25/2024 15:00:00,15:30:00
45651.54167,7829.5333,0.0,10000,1,12/25/2024 14:30:00,15:00:00
45651.52083,7816.7,0.0,10000,1,12/25/2024 14:00:00,14:30:00
45651.5,7840.6333,0.0,10000,1,12/25/2024 13:30:00,14:00:00
45651.47917,7810.5333,0.0,10000,1,12/25/2024 13:00:00,13:30:00
45651.45833,7779.4,0.0,10000,1,12/25/2024 12:30:00,13:00:00
45651.4375,7758.9667,0.0,10000,1,12/25/2024 12:00:00,12:30:00
45651.41667,7879.2333,0.0,10000,1,12/25/2024 11:30:00,12:00:00
45651.39583,7850.0667,0.0,10000,1,12/25/2024 11:00:00,11:30:00
45651.375,7828.3667,0.0,10000,1,12/25/2024 10:30:00,11:00:00
45651.35417,7730.5,0.0,10000,1,12/25/2024 10:00:00,10:30:00
45651.33333,7882.7667,0.0,10000,1,12/25/2024 09:30:00,10:00:00
45651.3125,7838.1333,0.0,10000,1,12/25/2024 09:00:00,09:30:00
45651.29167,7804.0667,0.0,10000,1,12/25/2024 08:30:00,09:00:00
45651.27083,7738.8333,0.0,10000,1,12/25/2024 08:00:00,08:30:00
45651.25,7672.9,0.0,10000,1,12/25/2024 07:30:00,08:00:00
45651.22917,7647.5,0.0,10000,1,12/25/2024 07:00:00,07:30:00
45651.20833,7619.2,0.0,10000,1,12/25/2024 06:30:00,07:00:00
45651.1875,7469.4667,0.0,10000,1,12/25/2024 06:00:00,06:30:00
45651.16667,7426.8,0.0,10000,1,12/25/2024 05:30:00,06:00:00
45651.14583,7381.1333,0.0,10000,1,12/25/2024 05:00:00,05:30:00
45651.125,7372.7667,0.0,10000,1,12/25/2024 04:30:00,05:00:00
45651.10417,7396.3,0.0,10000,1,12/25/2024 04:00:00,04:30:00
45651.08333,7506.6333,0.0,10000,1,12/25/2024 03:30:00,04:00:00
45651.0625,7529.4,0.0,10000,1,12/25/2024 03:00:00,03:30:00
45651.04167,7539.5333,0.0,10000,1,12/25/2024 02:30:00,03:00:00
45651.02083,7548.8667,0.0,10000,1,12/25/2024 02:00:00,02:30:00
45651.0,7640.3,0.0,10000,1,12/25/2024 01:30:00,02:00:00
45650.97917,7632.2,0.0,10000,1,12/25/2024 01:00:00,01:30:00
45650.95833,7612.0333,0.0,10000,1,12/25/2024 00:30:00,01:00:00
45650.9375,7613.6,0.0,10000,1,12/25/2024 00:00:00,00:30:00
45650.91667,7721.9333,0.0,10000,1,12/24/2024 23:30:00,00:00:00
45650.89583,7720.3667,0.0,10000,1,12/24/2024 23:00:00,23:30:00
45650.875,7767.0,0.0,10000,1,12/24/2024 22:30:00,23:00:00
45650.85417,7826.3333,0.0,10000,1,12/24/2024 22:00:00,22:30:00
45650.83333,7888.1667,0.0,10000,1,12/24/2024 21:30:00,22:00:00
45650.8125,7850.0667,0.0,10000,1,12/24/2024 21:00:00,21:30:00
45650.79167,7852.0667,0.0,10000,1,12/24/2024 20:30:00,21:00:00
45650.77083,7823.4333,0.0,10000,1,12/24/2024 20:00:00,20:30:00
45650.75,7852.7333,0.0,10000,1,12/24/2024 19:30:00,20:00:00
45650.72917,7901.7667,0.0,10000,1,12/24/2024 19:00:00,19:30:00
45650.70833,7901.9667,0.0,10000,1,12/24/2024 18:30:00,19:00:00
